StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Division,Q2_1,Q3_7,Q3_15,Q3_16,Q3_17,Q4_2,Q4_8,Q5_5,Q5_9,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q7_1,Q8_1,Q8_2,Q8_3,Q8_4,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1,Q12_3,Q13_4,Q13_5,Q14,Q15_4,Q15_10,Q15_9,Q15_7,Q15_8,Q15_11,Q15_5,Q15_12,Q16,Q17,Q18,Q19,Q20,Q20_4_TEXT,Q21,Q22,Q23,Q23_11_TEXT,Q24,Q24_11_TEXT,Q25,Q26_10,Q26_9,Q26_7,Q26_8,Q26_5,Q26_12,Q27_4,Q27_10,Q27_9,Q27_7,Q27_8,Q27_11
2/22/2021 11:35:05,2/22/2021 11:39:40,IP Address,100,274,True,2/22/2021 11:39:40,R_2twYyiiwERTHQ8V,gl,EN,US,8.5,4,1,3,10,2,2,7.9,10.2,1,3,2,4,5,10,2,3,1,4,sailing,2,3,4,1,1,3,7,6,Math,2,5,6,1,7,8,3,4,Yes,"English,History",,9,Male,,4,Less than 15 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:37:36,2/22/2021 11:39:40,IP Address,100,124,True,2/22/2021 11:39:40,R_1P6P9aVvbJvBgxd,gl,EN,US,3.7,2,1,6,4,3.4,5.8,7.6,10.5,1,5,2,3,4,8.6,1,3,2,4,Robotics,3,2,1,4,2,4.2,10,7,CADS,1,6,8,4,2,7,3,5,Yes,"CADS,Science",,12,Male,,4,30 to 60 minutes,Asian: East Asian,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:30:15,2/22/2021 11:39:48,IP Address,100,573,True,2/22/2021 11:39:48,R_2THLyi2nd4jZBRb,gl,EN,US,5,0,0,12,8,3,5.5,7.5,8.5,2,1,3,4,5,8,2,4,1,3,sports,3,2,4,1,3,5,5,6,Math,8,2,1,5,4,6,3,7,Yes,"English,Science",,9,Female,,4,30 to 60 minutes,"Asian: East Asian,Native Hawaiian or Other Pacific Islander",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:35:56,2/22/2021 11:39:49,IP Address,100,232,True,2/22/2021 11:39:49,R_3J8FDoRj0f8PUPi,gl,EN,US,4,4,3,3,13,3,5,9,10,3,4,2,1,5,2.9,1,3,4,2,Science olympiad club.,1,3,4,2,2,3,9,6,Math,1,4,2,5,8,6,3,7,Yes,"CADS,Science",,11,Male,,3 or fewer,Less than 15 minutes,Asian: East Asian,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:23,2/22/2021 11:39:52,IP Address,100,269,True,2/22/2021 11:39:53,R_2WSWqaRVccCgiQR,gl,EN,US,4,3,5,11,3,2.7,5.5,8.2,9.6,1,4,5,2,3,5.7,2,4,3,1,Theater,4,3,1,2,2,3,7,7,Math,3,6,5,4,2,8,1,7,Yes,"Fine Arts,Math",,12,Male,,4,15 to 30 minutes,"Asian: Indian or South/Southeast Asian,Multiracial,White",,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:33:55,2/22/2021 11:39:53,IP Address,100,357,True,2/22/2021 11:39:54,R_1reTgnUz3aTFo16,gl,EN,US,7,4,2,1,20,2,4.1,8.7,10.5,2,1,4,3,5,0.6,2,1,3,4,,3,2,1,4,1,1,10,2,History,6,8,7,3,2,4,1,5,Yes,"Math,Science",,10,Female,,4,Less than 15 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:09,2/22/2021 11:39:55,IP Address,100,285,True,2/22/2021 11:39:55,R_BtEd4nmAFMA27g5,gl,EN,US,6.9,0,0,0,0,4.1,5.1,8.5,9.5,1,4,3,2,5,6,2,3,4,1,Art Day in May,1,2,3,4,0,2.5,1,10,Math,7,3,2,1,8,6,5,4,Yes,"Fine Arts,History",,12,Male,,4,Prefer not to answer,Prefer not to answer,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:53,2/22/2021 11:39:57,IP Address,100,243,True,2/22/2021 11:39:57,R_e35xy5u2kXsY7V7,gl,EN,US,6,0,0,0,0,1.5,1.5,6.5,9,1,2,3,4,5,6,4,3,1,2,sporta,3,2,1,4,1,5,4,6,Math,7,1,5,2,6,4,8,3,Yes,"English,History",,9,Male,,4,30 to 60 minutes,Hispanic or Latina/o/x,,Agnostic,,High school diploma or G.E.D,,,,,,,,,,,,
2/22/2021 11:35:27,2/22/2021 11:40:00,IP Address,100,273,True,2/22/2021 11:40:01,R_10CNE3vVTpNoe2Y,gl,EN,US,8.6,8,1,10,4,3,4,8,8,1,3,5,2,4,5,2,3,4,1,Dance because I get to have the most agency and ability to put my ideas into action. Also Ms. Dillon is incredible in prioritizing Evening of Dance choreographers.,4,1,3,2,5,2,6,8,English,6,2,3,1,5,8,4,7,Yes,"Fine Arts,History",,12,Female,,3 or fewer,15 to 30 minutes,"Asian: East Asian,White",,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:36:08,2/22/2021 11:40:04,IP Address,100,235,True,2/22/2021 11:40:04,R_2TuaakSZH3H3MVo,gl,EN,US,8,5,0,10,0,5,8,7,7,1,2,3,4,5,5,3,4,1,2,Production and Design,3,1,4,2,0,2,5,5,World Language,5,4,8,6,1,7,2,3,No,,,9,Male,,3 or fewer,30 to 60 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:35:42,2/22/2021 11:40:05,IP Address,100,262,True,2/22/2021 11:40:05,R_elhWUHjrmspyiBP,gl,EN,US,6.4,12,1,5,3,3,5.9,9.9,10.4,2,1,3,4,5,6.1,2,3,1,4,Basketball team,2,1,3,4,4,3.2,5,5,World Language,5,2,4,1,6,7,3,8,Yes,"History,Math",,12,Male,,3 or fewer,Less than 15 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:36:04,2/22/2021 11:40:05,IP Address,100,241,True,2/22/2021 11:40:06,R_2OOrdSBbOcLeC7L,gl,EN,US,7,4,0,1,8,3.5,6.5,7,8.5,1,2,3,4,5,8,2,4,1,3,cross country team,2,4,3,1,2,2,10,6,CADS,1,6,4,7,2,3,8,5,Yes,"CADS,English",,12,Female,,3 or fewer,Less than 15 minutes,"Black or African-American,Multiracial,White",,Agnostic,,High school diploma or G.E.D,,,,,,,,,,,,
2/22/2021 11:35:12,2/22/2021 11:40:13,IP Address,100,300,True,2/22/2021 11:40:13,R_3M9D6TtlCcB5mb9,gl,EN,US,7,5,2,1,9,3.6,6,7.5,8.1,1,2,4,3,5,3.1,3,4,1,2,,4,3,1,2,0,1.4,3,8,Math,8,1,3,2,7,4,5,6,Yes,"English,Fine Arts",,9,Female,,4,15 to 30 minutes,"Asian: East Asian,Multiracial,White",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:29:59,2/22/2021 11:40:16,IP Address,100,617,True,2/22/2021 11:40:17,R_3PT40FwyW49Fmk9,gl,EN,US,6,8,1,2,12,3.6,5.5,8.1,9,1,3,2,4,5,3.7,2,3,1,4,Robotics,4,2,1,3,1,2.4,8,7,Math,1,4,7,6,2,8,3,5,Yes,"CADS,Science",,9,Male,,5,30 to 60 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:35:54,2/22/2021 11:40:16,IP Address,100,261,True,2/22/2021 11:40:17,R_dnA0NFjmKIAacdH,gl,EN,US,7,1,0,0,7,3,4,8,9.3,1,2,3,4,5,8,2,3,1,4,,1,4,3,2,1,2.3,8,5,Math,3,6,8,5,2,7,1,4,Yes,"Math,Science",,11,Male,,4,30 to 60 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:30,2/22/2021 11:40:22,IP Address,100,292,True,2/22/2021 11:40:23,R_3HZg7JEP9cHJaU8,gl,EN,US,8,5,4,2,7,4.1,10,5,9.9,1,3,2,4,5,3.2,1,3,4,2,,1,3,4,2,2,1,4,7,Math,6,1,5,3,2,8,4,7,Yes,"English,Math",,12,Female,,4,30 to 60 minutes,Asian: Indian or South/Southeast Asian,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:06,2/22/2021 11:40:27,IP Address,100,321,True,2/22/2021 11:40:27,R_3NKeUb2pzLdZz8V,gl,EN,US,6.8,8,4,10,4,3,6,9.5,9.5,2,3,1,4,5,5,3,4,1,2,,2,4,3,1,1,3.8,8,10,Science,8,2,4,1,7,6,3,5,No,,,11,Female,,3 or fewer,Less than 15 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:36:09,2/22/2021 11:40:29,IP Address,100,260,True,2/22/2021 11:40:29,R_SO7b5ZCC16fNVzH,gl,EN,US,8.5,3,1,1,12,4,8,8.5,10.5,3,1,2,5,4,6.4,1,3,2,4,sports,2,1,3,4,5,1,8,3,History,5,2,4,7,3,8,1,6,Yes,"CADS,Science",,11,Female,,4,30 to 60 minutes,White,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:28:59,2/22/2021 11:40:30,IP Address,100,690,True,2/22/2021 11:40:30,R_2tJaG1jt5YEUxKQ,gl,EN,US,5,12,0,4,3,2,4,6,7,1,4,2,3,5,8,2,3,4,1,theater,1,2,3,4,3,2,4,6,Science,8,7,1,3,6,5,2,4,Yes,"Fine Arts,History",,9,Female,,4,30 to 60 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:31:23,2/22/2021 11:40:32,IP Address,100,549,True,2/22/2021 11:40:32,R_3eyPYnTP6X5XiKe,gl,EN,US,6.3,0,0,1,0,3.5,3,7,7,1,4,2,3,5,9,1,4,2,3,Clubs-Period clubs allow me to talk to my friends more,1,2,3,4,0,0.2,0,0,Math,7,4,3,1,6,8,5,2,No,"History,World Language",,9,Female,,4,15 to 30 minutes,"Asian: East Asian,Black or African-American,Multiracial,Native Hawaiian or Other Pacific Islander",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:33:50,2/22/2021 11:40:33,IP Address,100,402,True,2/22/2021 11:40:33,R_vCY2oej9dowhi81,gl,EN,US,7.5,6,3,9,5,4,6,2,7.5,1,2,3,4,5,9,3,4,2,1,,4,1,2,3,1,4,8,8,Math,7,6,1,3,5,8,2,4,Yes,"History,World Language",,10,Prefer not to answer,,4,15 to 30 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:30,2/22/2021 11:40:34,IP Address,100,303,True,2/22/2021 11:40:35,R_2PvEd51LSS4o4KO,gl,EN,US,6,10,0,10,8,3,4,7,9,1,2,4,3,5,7,3,4,1,2,Sports,1,3,2,4,3,4,7,3,Math,5,4,3,2,6,8,1,7,Yes,"Fine Arts,History",,12,Female,,4,Less than 15 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:30:39,2/22/2021 11:40:34,IP Address,100,595,True,2/22/2021 11:40:35,R_40n3LEy29qoyuat,gl,EN,US,8.5,5,1,0,10,2.5,3.5,8,9.5,1,2,5,4,3,7,4,3,1,2,Theater,1,2,4,3,1,2,3,5,Math,4,2,3,5,1,6,7,8,Yes,"Fine Arts,Science",,9,Non-binary,,4,15 to 30 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:33:03,2/22/2021 11:40:39,IP Address,100,455,True,2/22/2021 11:40:39,R_SE3aPgKaaNVQofv,gl,EN,US,5.5,0,0,3,0,2,3,7.5,8.5,2,1,3,4,5,5,2,3,1,4,,3,1,2,4,0,5,10,10,Math,7,4,6,3,1,8,2,5,No,,,9,Male,,3 or fewer,15 to 30 minutes,White,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer,,,,,,,,,,,,
2/22/2021 11:29:29,2/22/2021 11:40:40,IP Address,100,670,True,2/22/2021 11:40:40,R_2vZi3OuF4BMUdDm,gl,EN,US,6.4,4,0,3,4,2.6,6,4.3,6.2,1,4,3,2,5,7.2,2,3,4,1,,1,2,4,3,0,2.2,9,5,Math,8,1,3,2,5,7,6,4,Yes,"Fine Arts,History",,10,Female,,4,Less than 15 minutes,Black or African-American,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:33:17,2/22/2021 11:40:41,IP Address,100,444,True,2/22/2021 11:40:42,R_3JsA569RXMtq90C,gl,EN,US,8.8,4,15,8,6,3,4.5,6.8,8,1,2,3,5,4,4,3,2,4,1,dance,2,3,4,1,0,2.2,3,7,World Language,6,7,2,1,8,4,5,3,Yes,"Fine Arts,History",,12,Male,,3 or fewer,30 to 60 minutes,Asian: East Asian,,Not sure/Prefer not to answer,,High school diploma or G.E.D,,,,,,,,,,,,
2/22/2021 11:31:10,2/22/2021 11:40:49,IP Address,100,578,True,2/22/2021 11:40:50,R_216eiKX0xpAY52e,gl,EN,US,8.5,10,1,17,1,5,8,7.1,12,1,4,3,2,5,7,4,2,1,3,volleyball,3,2,4,1,3,2.4,8,10,History,7,5,6,8,2,3,1,4,Yes,"Mind/Body,Science",I am really interested in the above mentioned electives and would love to take these classes next year or even in senior year.,10,Female,,4,Less than 15 minutes,Asian: East Asian,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:36,2/22/2021 11:40:52,IP Address,100,316,True,2/22/2021 11:40:53,R_3e9S4dPXIgVS4VP,gl,EN,US,7,4,1,0,9,1.7,2,8,9,2,1,4,3,5,5,1,2,4,3,Robotics,1,2,4,3,0,3.5,10,3,World Language,2,5,4,6,1,8,3,7,No,,,9,Male,,3 or fewer,15 to 30 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:36:40,2/22/2021 11:40:53,IP Address,100,252,True,2/22/2021 11:40:53,R_33p2TV4ts6im39M,gl,EN,US,6.2,1,3,13,14,2,4.9,7.1,8.9,1,2,3,5,4,8.4,2,3,1,4,Football,2,3,1,4,3,4.4,6,5,English,5,6,3,1,7,2,8,4,No,"History,Mind/Body",,12,Male,,3 or fewer,Less than 15 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:27,2/22/2021 11:40:55,IP Address,100,328,True,2/22/2021 11:40:55,R_1MPLqtpdyNmTvzc,gl,EN,US,10,3,1,12,15,8,12,6,7.5,2,1,3,5,4,2,1,3,2,4,Diversity and Inclusion Task Force,2,1,3,4,1,1.7,5,5,History,5,4,6,7,3,8,1,2,Yes,"History,Science",,12,Female,,5,30 to 60 minutes,Hispanic or Latina/o/x,,Not sure/Prefer not to answer,,High school diploma or G.E.D,,,,,,,,,,,,
2/22/2021 11:35:26,2/22/2021 11:40:55,IP Address,100,329,True,2/22/2021 11:40:56,R_31u7TkYthgnW8Zq,gl,EN,US,7,3,2,10,5,4,6,7,10,1,2,4,3,5,6.3,2,3,1,4,Sports,3,4,1,2,1,4,7,7,Science,5,1,4,3,6,8,2,7,No,,,9,Male,,3 or fewer,Less than 15 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:31:02,2/22/2021 11:40:56,IP Address,100,594,True,2/22/2021 11:40:56,R_1n0dUeNB6UGBfwu,gl,EN,US,9,10,1,10,8,5,8,6,7.9,1,3,4,2,5,4,3,4,1,2,Volleyball ,4,2,3,1,2,2,8,3,History,7,6,5,8,4,2,1,3,Yes,"Mind/Body,Science",,10,Female,,4,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:35:27,2/22/2021 11:40:57,IP Address,100,329,True,2/22/2021 11:40:57,R_3I023Lf04pYWZzX,gl,EN,US,5.5,0,0,8,0,2,3.5,8,9.3,1,2,4,3,5,8.2,4,3,2,1,Volleyball/sports,3,1,4,2,4,0.9,10,0,Math,8,1,3,2,6,7,4,5,Yes,"English,History",,9,Female,,4,30 to 60 minutes,"Asian: Indian or South/Southeast Asian,Native Hawaiian or Other Pacific Islander",,Agnostic,,High school diploma or G.E.D,,,,,,,,,,,,
2/22/2021 11:36:08,2/22/2021 11:40:58,IP Address,100,289,True,2/22/2021 11:40:58,R_3qJwVUFfQUAF2e0,gl,EN,US,7.2,20,4,12,3,3.5,5,7.5,8.5,1,2,4,3,5,10,3,4,1,2,Sports,4,1,3,2,4,2.5,4,10,History,5,2,6,1,8,7,3,4,Yes,"English,History",,11,Female,,5,15 to 30 minutes,White,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:53,2/22/2021 11:40:59,IP Address,100,305,True,2/22/2021 11:40:59,R_3nCoJIcLitfxybN,gl,EN,US,4,8,2,10,4,2,3,9,10,4,1,3,2,5,2,2,3,1,4,Sports,3,4,1,2,1,2,5,7,History,7,2,6,1,5,8,3,4,Yes,"English,History",,11,Male,,5,Less than 15 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:32:33,2/22/2021 11:40:59,IP Address,100,505,True,2/22/2021 11:40:59,R_DCCNWmuAfJ0x3q1,gl,EN,US,3,0,2,0,11,2,4,8,9,1,2,4,5,3,8,4,2,1,3,tennis,3,4,2,1,0,2,9,2,CADS,1,5,6,4,2,8,3,7,Yes,"CADS,Math",,11,Male,,4,15 to 30 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:36:43,2/22/2021 11:40:59,IP Address,100,255,True,2/22/2021 11:40:59,R_2P07TLAnNpsjYLS,gl,EN,US,3.9,3,0,4,0,3,3.5,7.7,12,1,2,4,5,3,9.1,2,3,4,1,Theatre.,2,1,3,4,2,2,0,2,Math,7,4,1,5,2,6,8,3,No,,,11,Female,,3 or fewer,Less than 15 minutes,Hispanic or Latina/o/x,,Agnostic,,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:35:50,2/22/2021 11:41:00,IP Address,100,310,True,2/22/2021 11:41:01,R_Oa6VKSrZ5ahiBk5,gl,EN,US,7,12,3,3,3,4.7,7.3,6.7,8,2,1,3,4,5,7.9,1,4,3,2,clubs,2,1,3,4,1,3.4,1,8,Math,5,3,4,6,8,1,7,2,No,,,10,Female,,5,15 to 30 minutes,Asian: East Asian,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:45,2/22/2021 11:41:03,IP Address,100,317,True,2/22/2021 11:41:03,R_2bH7akJd6loWGXZ,gl,EN,US,7.3,4,0,6,6,2.5,2.5,8.1,8.1,1,2,3,4,5,5,2,4,3,1,,1,3,4,2,1,2.7,7,4,World Language,8,3,2,4,6,7,1,5,Yes,"History,Science",,10,Female,,5,Less than 15 minutes,White,,Jewish,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:33:20,2/22/2021 11:41:08,IP Address,100,467,True,2/22/2021 11:41:08,R_1OJ20lqVsphmF2K,gl,EN,US,7,12,0,14,5,3,5.5,8,8,1,2,4,3,5,9,3,4,1,2,Sports,2,1,4,3,4,3.5,8,6,English,8,5,4,3,6,2,1,7,Yes,"Mind/Body,Science",,12,Male,,4,Less than 15 minutes,White,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:31:42,2/22/2021 11:41:08,IP Address,100,566,True,2/22/2021 11:41:09,R_2atwT1AQ4cpVZJC,gl,EN,US,1.8,2,3,1,3,2,5,7,10,2,1,4,3,5,2,1,4,3,2,,3,4,2,1,0,4,4,6,Science,8,4,6,5,3,7,1,2,Yes,"History,Science",,11,Female,,3 or fewer,60 minutes or more,"Asian: Indian or South/Southeast Asian,White",,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:37:00,2/22/2021 11:41:11,IP Address,100,251,True,2/22/2021 11:41:11,R_AjteJisr7zieQxj,gl,EN,US,6.2,3,0,0,15,3.5,5.5,7.5,10,2,1,3,4,5,5,3,2,4,1,debate team ,1,3,4,2,0,4,0,10,History,8,4,3,1,5,6,7,2,Yes,"History,World Language",,12,Female,,3 or fewer,Less than 15 minutes,"Asian: East Asian,Multiracial,White",,Jewish,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:36:04,2/22/2021 11:41:14,IP Address,100,309,True,2/22/2021 11:41:14,R_cYIyfEY6Ix4MhDr,gl,EN,US,4,6,0,0,12,2,4,5.5,9,2,1,5,3,4,6,3,4,1,2,Crystal Sports,4,3,2,1,3,2,4,6,Science,8,5,3,1,4,6,2,7,Yes,"Fine Arts,History",,11,Female,,3 or fewer,Less than 15 minutes,Asian: Indian or South/Southeast Asian,,Atheist,,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
2/22/2021 11:34:47,2/22/2021 11:41:21,IP Address,100,394,True,2/22/2021 11:41:21,R_1Cf29wp4UIFvBLo,gl,EN,US,10,1,2,0,20,7,12,4.3,6,1,2,3,4,5,9.3,2,3,1,4,Varsity Soccer!,3,1,2,4,0,0,10,1,World Language,4,5,3,7,2,6,1,8,No,,,10,Female,,4,Less than 15 minutes,Asian: East Asian,,Atheist,,Not sure/Prefer not to answer,,,,,,,,,,,,
2/22/2021 11:35:58,2/22/2021 11:41:22,IP Address,100,324,True,2/22/2021 11:41:22,R_1ltp5EfAPs5eYKb,gl,EN,US,7.7,5,3,12,12,3,7.5,7.5,8.5,1,4,2,3,5,7,2,3,1,4,sports,3,4,1,2,2,4.3,7,3,English,2,8,5,6,3,7,1,4,Yes,"CADS,Science",,12,Male,,5,Less than 15 minutes,"Hispanic or Latina/o/x,White",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:59,2/22/2021 11:41:22,IP Address,100,323,True,2/22/2021 11:41:22,R_5tkG3q52MPyYedP,gl,EN,US,7,3,0,1,6,3,5,7.5,8,1,2,4,5,3,3.5,1,2,3,4,,2,4,3,1,2,2.5,10,5,CADS,2,6,5,7,1,8,3,4,Yes,"CADS,Science",,11,Female,,4,30 to 60 minutes,White,,Jewish,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:36:43,2/22/2021 11:41:22,IP Address,100,279,True,2/22/2021 11:41:22,R_1FerFBoj7IamueT,gl,EN,US,8.3,10,3,5,10,5,8,9,9.7,1,3,2,5,4,7.4,2,3,1,4,My Clubs,3,2,1,4,3,2.3,8,8,English,4,6,7,1,2,8,3,5,Yes,"History,Math",,10,Male,,Prefer not to answer,30 to 60 minutes,"Hispanic or Latina/o/x,Middle Eastern,White",,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:34:23,2/22/2021 11:41:22,IP Address,100,418,True,2/22/2021 11:41:22,R_31Wx80DF73lhv0A,gl,EN,US,8,0,0,0,10,5,10,8,12,5,2,1,3,4,0,1,2,4,3,,1,2,3,4,5,1,0,10,World Language,8,3,2,4,6,7,5,1,Yes,"Fine Arts,World Language",,11,Female,,3 or fewer,Less than 15 minutes,Asian: East Asian,,Other (optional specification),,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:36:05,2/22/2021 11:41:23,IP Address,100,317,True,2/22/2021 11:41:23,R_3qqH8Z0rYVjsdjA,gl,EN,US,6.2,1,0,0,3,1.3,2.6,5.7,8.2,2,1,3,4,5,4.6,1,4,2,3,sports,2,4,1,3,1,5,10,3,Math,1,6,7,4,2,8,3,5,Yes,"CADS,Fine Arts",,12,Male,,Prefer not to answer,Prefer not to answer,Prefer not to answer,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer,,,,,,,,,,,,
2/22/2021 11:36:40,2/22/2021 11:41:23,IP Address,100,282,True,2/22/2021 11:41:23,R_0rcYMwdLJYC7teN,gl,EN,US,6,1,1,8,2,1.2,2,9.5,10.5,1,5,4,2,3,5,1,2,4,3,Robotics,2,1,4,3,1,1,9,3,Math,1,6,5,4,2,8,3,7,Yes,"CADS,Science",,12,Male,,4,Less than 15 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:05,2/22/2021 11:41:24,IP Address,100,379,True,2/22/2021 11:41:25,R_1Nt7GRYl49uQfL1,gl,EN,US,7,8,0,1,4,2.5,4,7.5,10,3,1,2,4,5,5,1,3,4,2,Kinetics club,1,3,4,2,2,1,7,2,World Language,8,7,2,6,4,5,1,3,Yes,"Science,World Language",,10,Female,,4,Less than 15 minutes,White,,Atheist,,"College Degree (e.g., Associate's degree, Bachelor's degree)",,,,,,,,,,,,
