StartDate,EndDate,Duration (in seconds),ResponseId,Division,Q2_1,Q3_7,Q3_15,Q3_16,Q3_17,Q4_2,Q4_8,Q5_5,Q5_9,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q7_1,Q8_1,Q8_2,Q8_3,Q8_4,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1,Q12_3,Q13_4,Q13_5,Q14,Q15_4,Q15_10,Q15_9,Q15_7,Q15_8,Q15_11,Q15_5,Q15_12,Q16,Q17,Q18,Q19,Q20,Q20_4_TEXT,Q21,Q22,Q23,Q23_11_TEXT,Q24,Q24_11_TEXT,Q25,Q26_10,Q26_9,Q26_7,Q26_8,Q26_5,Q26_12,Q27_4,Q27_10,Q27_9,Q27_7,Q27_8,Q27_11
2/22/2021 11:34:54,2/22/2021 11:41:52,418,R_plqIQFzmbtonmWB,MS,5.5,0,0,3,2,1,1,8,7,1,2,3,4,,2.7,3,2,1,4,Debate team,3,2,1,4,3,2.1,,,Math,,,,,,,,,,,,6,Male,,4,Less than 15 minutes,"Asian: Indian or South/Southeast Asian,Native Hawaiian or Other Pacific Islander",,Not sure/Prefer not to answer,,"College Degree (e.g., Associate's degree, Bachelor's degree)",1,5,4,2,3,6,2,3,1,4,5,6
2/22/2021 11:24:02,2/22/2021 11:27:08,185,R_BAfNsSCdBcEneKd,MS,10,5,1,2,0,7.2,7.4,4,6.1,2,1,4,3,,5.3,2,4,1,3,,1,4,2,3,3,3,,,World Language,,,,,,,,,,,,7,Male,,Prefer not to answer,15 to 30 minutes,Prefer not to answer,,Not sure/Prefer not to answer,,"College Degree (e.g., Associate's degree, Bachelor's degree)",2,1,3,5,4,6,1,2,3,5,6,4
2/22/2021 15:19:23,2/22/2021 15:22:39,196,R_3EbtQblHRXHLnO6,MS,6.3,0,0,0,0,1.8,1,8.2,9.5,2,1,4,3,,4.8,2,3,4,1,Visual Arts,1,2,3,4,3,2.3,,,Math,,,,,,,,,,,,7,Female,,4,15 to 30 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",2,1,4,6,3,5,1,3,2,4,5,6
2/22/2021 11:30:53,2/22/2021 11:40:56,603,R_pT3n9Vi2u6MFYNH,MS,5,20,6,3,6,1.5,2.5,8.7,8.8,3,1,4,2,,8,1,2,4,3,Clubs,2,3,4,1,5,2,,,Math,,,,,,,,,,,,7,Male,,4,15 to 30 minutes,"Asian: East Asian,Multiracial,White",,Other (optional specification),"I don't specifically have a religion, but mostly Pagan you could say. ","Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",1,5,6,3,2,4,1,3,2,4,5,6
2/22/2021 11:35:46,2/22/2021 11:45:00,553,R_e5Mk3orhY8qSjMl,MS,6,4,0,0,3,3.5,2,6.5,9,1,3,2,4,,8,1,3,4,2,Clubs!,3,1,4,2,5,3,,,Math,,,,,,,,,,,,7,Female,,4,15 to 30 minutes,Hispanic or Latina/o/x,,Not sure/Prefer not to answer,,Did not finish high school,3,4,5,6,2,1,1,4,2,3,5,6
2/22/2021 11:35:00,2/22/2021 11:45:11,610,R_332wJKYaGj0iGOB,MS,6,1,0,8,0,2,3,9,9,2,1,3,4,,4,1,3,4,2,The seasonal plays,1,4,2,3,3,3.5,,,Math,,,,,,,,,,,,7,Male,,3 or fewer,15 to 30 minutes,"American Indian or Alaskan Native,Black or African-American,White",,Atheist,,Not sure/Prefer not to answer,3,2,5,6,1,4,1,5,2,3,4,6
2/22/2021 13:57:29,2/22/2021 14:01:57,268,R_12sbJy6Ke1Bv55A,MS,7.5,2,0,3,2,1.5,2,6.5,5,1,3,2,4,,7,2,4,3,1,Fine Arts Rotation,4,3,2,1,4,1.8,,,Science,,,,,,,,,,,,7,Female,,4,15 to 30 minutes,Asian: East Asian,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",4,2,6,3,1,5,1,3,2,4,5,6
2/22/2021 11:37:57,2/22/2021 11:50:11,734,R_SC3iTn2IKSpHzEZ,MS,6,4,2,0,9,2.5,3.6,6,10,2,1,4,3,,6,1,4,3,2,"Even though we haven’t done this yet, tennis is my favorite sport so probably tennis ;) (or clubs are pretty fun too)",4,1,3,2,3,2,,,Math,,,,,,,,,,,,7,Female,,4,15 to 30 minutes,"Black or African-American,Hispanic or Latina/o/x",,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",1,5,6,2,3,4,1,4,2,3,6,5
2/22/2021 11:34:24,2/22/2021 11:42:38,493,R_3phcDHT0tE3m1TO,MS,3.8,1,0,0,8,0.6,0.6,7.8,8.8,1,3,4,2,,4,2,4,3,1,Sports,3,4,1,2,0,0.5,,,Math,,,,,,,,,,,,7,Male,,4,30 to 60 minutes,"Hispanic or Latina/o/x,White",,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",3,4,5,6,1,2,1,2,3,4,5,6
2/22/2021 11:35:58,2/22/2021 11:41:34,336,R_sCdT7ENis1LNGTL,MS,7.5,14,7,8,14,2.5,4,10.5,11.5,2,1,4,3,,8.9,1,2,4,3,choir or debate maybe,4,1,2,3,5,4,,,Math,,,,,,,,,,,,7,Female,,4,Less than 15 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)",3,6,5,2,1,4,2,3,4,1,5,6
2/22/2021 11:34:58,2/22/2021 11:42:23,445,R_2zjdBAPYGcu7Rkl,MS,5,4,4,1,4,2,1.6,9,9,3,4,2,1,,8.3,2,4,3,1,Soccer,4,1,2,3,1,3.8,,,Math,,,,,,,,,,,,7,Female,,4,Less than 15 minutes,White,,Jewish,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",1,3,5,6,4,2,1,3,2,4,6,5
2/22/2021 11:27:48,2/22/2021 11:39:22,694,R_2SpG9NWvpcE7MH9,MS,5.7,2,0,0,9,1.5,1,8,10,1,3,4,2,,5,1,4,3,2,I don't have one,4,3,1,2,3,2,,,Math,,,,,,,,,,,,8,Female,,5,Less than 15 minutes,Asian: East Asian,,Other (optional specification),I don't affiliate with any religion,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",5,3,6,1,4,2,1,2,5,3,4,6
2/22/2021 15:51:30,2/22/2021 15:58:06,396,R_3kA5O5FYPBlK8Sb,MS,7.3,3,0,0,8,3,3,6,7.9,3,1,2,4,,4.4,1,4,3,2,Clubs,1,3,2,4,4,3,,,Math,,,,,,,,,,,,8,Female,,4,15 to 30 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",4,1,5,6,3,2,1,3,2,4,5,6
2/22/2021 19:43:52,2/22/2021 19:48:44,292,R_2S2hoDajuP8w30j,MS,8,17,5,1,5,4.9,11.7,6.7,9.3,1,2,4,3,,7.2,1,3,2,4,,4,3,2,1,3,4,,,Math,,,,,,,,,,,,8,Male,,4,15 to 30 minutes,Multiracial,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",6,3,2,4,1,5,1,3,2,6,4,5
2/22/2021 23:35:54,2/22/2021 23:40:10,255,R_2SBLuXWS2g3GlHh,MS,7.6,10,1,0,8,1.8,1.9,7.1,9.8,2,1,4,3,,8.6,1,4,2,3,Sports,4,3,2,1,3,3,,,Math,,,,,,,,,,,,8,Female,,4,30 to 60 minutes,White,,Atheist,,"College Degree (e.g., Associate's degree, Bachelor's degree)",3,1,6,4,5,2,1,2,3,4,5,6
2/22/2021 11:25:58,2/22/2021 14:06:41,9643,R_3FXSczGAErn1k2W,MS,7.6,6,0,4,10,3,4,5.4,7,1,2,4,3,,8.4,3,4,1,2,,3,1,4,2,2,4.2,,,Math,,,,,,,,,,,,8,Female,,5,Less than 15 minutes,"Asian: Indian or South/Southeast Asian,Multiracial,White",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",2,1,3,5,6,4,1,2,4,3,6,5
2/22/2021 11:40:04,2/22/2021 11:45:21,317,R_2bPqcCQaJA156LK,MS,6.3,12,2,5,5,2.5,2.5,8.5,10,4,2,3,1,,9.5,3,4,2,1,sports,1,2,3,4,3,3.2,,,Math,,,,,,,,,,,,8,Female,,5,30 to 60 minutes,White,,Not sure/Prefer not to answer,,"College Degree (e.g., Associate's degree, Bachelor's degree)",2,4,1,6,3,5,2,3,1,6,4,5
2/22/2021 11:35:48,2/22/2021 11:39:40,231,R_BRkkVvZP0H7PZex,MS,8.4,4,2,0,12,0.8,1.5,6.8,10.5,2,1,4,3,,6.1,2,3,1,4,Sports,4,3,2,1,4,4.1,,,History,,,,,,,,,,,,8,Female,,3 or fewer,15 to 30 minutes,"Asian: East Asian,White",,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",1,5,6,2,4,3,2,1,5,3,4,6
2/22/2021 11:35:30,2/22/2021 12:55:46,4815,R_6m7Vs7JPfZTbj1L,MS,4.7,12,4,0,7,2,2.3,8,10,2,4,1,3,,6.1,2,3,4,1,Robotics ,1,4,2,3,3,2.9,,,World Language,,,,,,,,,,,,8,Male,,4,15 to 30 minutes,Multiracial,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",6,3,5,2,1,4,2,4,1,3,6,5
2/22/2021 11:35:51,2/22/2021 11:42:10,378,R_1IKj3r80QPtqVc5,MS,5.3,4,0,0,8,0.8,1.2,8.6,9.1,2,1,3,4,,6.3,1,3,2,4,,3,4,1,2,2,2.5,,,Math,,,,,,,,,,,,8,Male,,4,15 to 30 minutes,White,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",2,3,5,1,6,4,1,2,3,4,5,6
2/22/2021 11:37:27,2/22/2021 11:44:33,425,R_eLp1hscudvOcnJf,MS,7.5,4,1,1,6,2.5,4,8,9,2,3,1,4,,7,3,4,1,2,After-School Plays & Musicals,2,4,1,3,5,1.6,,,English,,,,,,,,,,,,8,Female,,6 or more,15 to 30 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",1,6,4,3,5,2,1,3,2,4,6,5
2/22/2021 11:31:42,2/22/2021 11:43:09,686,R_1hKHXGKNDJ0GGNL,US,6.6,2,1,0,5,3,6,8,10,1,4,2,3,5,5.7,2,3,4,1,after school theater/cru,3,2,4,1,1,2.6,7,5,Math,6,3,4,7,5,8,1,2,No,,,9,Female,,3 or fewer,30 to 60 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:37,2/22/2021 11:44:00,502,R_1QuA2EuQHGO3oCY,US,7,3,0,1,1,4,7,6.5,7.5,3,1,2,4,5,0,2,3,4,1,Friday clubs,2,1,3,4,3,3,0,9,Science,5,2,1,3,7,8,6,4,Yes,"English,Fine Arts",,9,Female,,4,Less than 15 minutes,Prefer to self-describe,Japanese-American,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:12,2/22/2021 11:40:13,300,R_3M9D6TtlCcB5mb9,US,7,5,2,1,9,3.6,6,7.5,8.1,1,2,4,3,5,3.1,3,4,1,2,,4,3,1,2,0,1.4,3,8,Math,8,1,3,2,7,4,5,6,Yes,"English,Fine Arts",,9,Female,,4,15 to 30 minutes,"Asian: East Asian,Multiracial,White",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:56:42,2/22/2021 12:04:11,448,R_31iqqIzeYPPk36s,US,5,10,1,5,3,2.5,2,8,9,1,2,3,4,5,8,3,4,1,2,Athletics,4,2,1,3,0,5,8,9,Science,8,4,6,1,3,7,5,2,No,,,9,Male,,4,Less than 15 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 15:52:06,2/22/2021 15:58:28,381,R_2tAmCfXf7uJHIAp,US,5.8,11,5,12,6,3,6,7,9,1,3,2,4,5,7.5,3,4,2,1,Theater,3,4,2,1,2,4.5,7,4,Math,8,6,1,5,4,7,2,3,No,,,9,Female,,4,15 to 30 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 14:03:39,2/22/2021 14:07:33,233,R_10V1aOiWLBLMiiI,US,4,6,2,3,3,3.3,4.5,9,8,1,2,3,4,5,3.3,3,4,2,1,Crü,1,2,3,4,2,4.1,6,5,Math,7,5,4,2,3,8,1,6,Yes,"History,Science",,9,Male,,5,15 to 30 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:45,2/22/2021 11:42:06,381,R_2fvyHTnGJveDLWc,US,5.5,6,0,4,3,2.5,1.5,7.7,10,1,2,3,4,5,5,4,1,2,3,Mock Trial,2,1,3,4,5,4,9,7,Math,3,4,7,5,1,8,2,6,Yes,"Math,Science",,9,Female,,3 or fewer,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:28:09,2/22/2021 11:33:30,320,R_bgBUEggyoxi6cLf,US,7.5,4,4,4,3,4,7,7.5,8.5,1,2,3,4,5,5,4,1,3,2,,3,1,2,4,1,4,5,8,Math,8,2,6,1,3,7,4,5,Yes,"History,Math",,9,Female,,3 or fewer,Less than 15 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:27:50,2/22/2021 11:36:23,512,R_1punVOiNHlMG7iJ,US,10,1,0,15,14,6,12,7,7,2,1,4,5,3,4,3,4,2,1,musical,1,3,4,2,0,5,0,0,Math,8,2,1,3,7,6,4,5,No,,,9,Female,,4,Less than 15 minutes,Multiracial,,Atheist,,High school diploma or G.E.D,,,,,,,,,,,,
2/22/2021 11:35:57,2/22/2021 11:46:19,621,R_273ELoHBSIyhCDC,US,1.5,4,0,3,11,0.7,0,9,10.5,3,1,2,4,5,5,3,2,4,1,Debate,4,3,1,2,1,1,9,8,Math,8,5,4,3,1,7,2,6,Yes,"Math,Science",,9,Prefer not to answer,,4,Less than 15 minutes,Prefer not to answer,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:36:04,2/22/2021 11:41:50,345,R_12rLKpTzBp3T9ab,US,7,8,7,0,5,3,4.5,7,9,1,2,5,4,3,4,3,4,1,2,sports,3,4,2,1,0,4.5,5,5,Math,8,1,2,3,5,7,6,4,No,,,9,Female,,4,Less than 15 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:46:02,2/22/2021 11:52:45,402,R_xgRzlfcqhFkB0xX,US,7.5,2,0,0,4,4,7,7,7.8,1,2,4,5,3,2.9,2,4,3,1,,3,1,4,2,0,0.5,2,4,Math,2,3,4,5,6,7,8,1,Yes,"History,Math",,9,Female,,4,15 to 30 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:36:25,2/22/2021 12:07:55,1889,R_e2uG5p3TCEXuztv,US,7.2,10,2,4,5,4,10,9,8,3,2,1,4,5,5.6,1,2,3,4,Robotics ,1,2,3,4,3,4.2,8,8,World Language,2,5,1,3,6,8,4,7,Yes,"Fine Arts,Science",,9,Male,,3 or fewer,Less than 15 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
2/22/2021 11:35:02,2/22/2021 12:52:05,4622,R_abYv6Pl654q18VH,US,5.5,2,1,0,5,2.5,5,8.5,9.5,1,4,2,3,5,4,3,4,2,1,,1,3,2,4,0,0.5,10,5,Math,3,8,5,4,1,7,2,6,Yes,"Math,Science",,9,Male,,4,15 to 30 minutes,"Middle Eastern,Multiracial,White",,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)",,,,,,,,,,,,
