StartDate,EndDate,Duration (in seconds),ResponseId,Q2_1,Q3_7,Q3_15,Q3_16,Q3_17,Q4_2,Q4_8,Q5_5,Q5_9,Q6_1,Q6_2,Q6_3,Q6_4,Q7_1,Q8_1,Q8_2,Q8_3,Q8_4,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1,Q12_3,Q14,Q26_10,Q26_9,Q26_7,Q26_8,Q26_5,Q26_12,Q27_4,Q27_10,Q27_9,Q27_7,Q27_8,Q27_11,Q19,Q20,Q20_4_TEXT,Q21,Q22,Q23,Q23_11_TEXT,Q24,Q24_11_TEXT,Q25
2/22/2021 19:17:36,2/22/2021 19:28:13,636,R_10VKktpcCe7hy8v,9,3,0,0,9,4,1.5,8,9,4,2,1,3,4,3,4,1,2,N/A.,3,1,2,4,5,0,Math,1,4,5,2,6,3,2,1,3,4,6,5,7,Female,,3 or fewer,Less than 15 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:35:31,2/22/2021 11:40:41,309,R_3vXR7n0F0tt86EV,2.5,2,0,3,0,2,4,6,8,1,4,3,2,9.5,3,4,2,1,"Musicals, Plays, Sports games",3,1,4,2,4,2,World Language,2,3,1,5,4,6,1,3,2,5,4,6,8,Male,,5,15 to 30 minutes,"Asian: Indian or South/Southeast Asian,Native Hawaiian or Other Pacific Islander",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:35:41,2/22/2021 11:44:43,542,R_r8z24Gu594bjGqB,6.6,4,1,2,9,1.4,3,9.5,10,4,1,2,3,6.9,1,3,2,4,Tennis,2,4,1,3,3,1,Math,4,6,1,2,3,5,2,4,1,5,3,6,8,Male,,4,15 to 30 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:36:01,2/22/2021 11:45:38,576,R_2Bm9LWIYEEOf7hY,5,16,0,0,10,0.1,0.1,10.2,11,2,1,4,3,5,2,3,1,4,Sports,3,4,2,1,5,5,Math,1,5,4,6,3,2,1,5,2,3,6,4,6,Male,,3 or fewer,15 to 30 minutes,"Hispanic or Latina/o/x,White",,Not sure/Prefer not to answer,,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 12:01:40,2/22/2021 12:05:24,224,R_3n6JN31nc7ApFzq,5,0,0,0,9,0.5,1.1,8.8,10.5,2,1,4,3,8.2,2,3,1,4,none,3,2,1,4,0,0.1,Math,1,5,6,2,3,4,2,5,1,3,4,6,7,Male,,4,15 to 30 minutes,Asian: East Asian,,Other (optional specification),none,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:36:15,2/22/2021 11:42:39,383,R_32PEQqVFnEM84DF,7.5,8,0,0,3,3.5,5.5,9.5,12,2,1,4,3,3,1,3,4,2,Clubs-GSA,2,3,4,1,5,1.5,Math,1,2,3,6,5,4,2,3,1,5,4,6,6,Other (optional specification),Not sure right now,6 or more,15 to 30 minutes,"White,Prefer not to answer",,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:33:42,2/22/2021 11:40:59,437,R_28CiuzBeRHZbmdU,8.5,2,1,2,15,2.6,2.6,7,9.3,2,1,4,3,2,1,3,2,4,Clubs,3,2,1,4,1,1,Math,1,6,3,2,5,4,1,5,2,3,4,6,7,Female,,5,15 to 30 minutes,Asian: East Asian,,Other (optional specification),Non-Religious,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:33,2/22/2021 11:42:16,403,R_1ml5N0PqTGavQrN,6,4,0,3,4,1,1,9,9.5,1,2,3,4,7,2,3,4,1,,2,3,4,1,5,3,Math,1,3,6,2,5,4,2,3,1,4,5,6,6,Female,,4,Less than 15 minutes,"Hispanic or Latina/o/x,Multiracial,White",,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:46,2/22/2021 11:45:00,553,R_e5Mk3orhY8qSjMl,6,4,0,0,3,3.5,2,6.5,9,1,3,2,4,8,1,3,4,2,Clubs!,3,1,4,2,5,3,Math,3,4,5,6,2,1,1,4,2,3,5,6,7,Female,,4,15 to 30 minutes,Hispanic or Latina/o/x,,Not sure/Prefer not to answer,,Did not finish high school
2/22/2021 11:35:56,2/22/2021 11:42:46,410,R_1N98iP3UKMZphiU,6,4,3,2,4,1,0.5,8.9,9.5,2,1,3,4,4.5,2,3,1,4,,1,3,4,2,3,3.5,Math,2,6,1,5,3,4,1,3,2,4,5,6,6,Male,,4,15 to 30 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 15:53:46,2/22/2021 21:35:09,20482,R_3PSuSUubpm1dB6I,6.9,5,1,2,2,1.6,1,9.5,10.1,3,1,4,2,10,1,2,4,3,Fine arts,3,1,4,2,5,3,Math,1,2,4,6,5,3,1,4,3,2,5,6,6,Female,,6 or more,15 to 30 minutes,Hispanic or Latina/o/x,,Not sure/Prefer not to answer,,High school diploma or G.E.D
2/22/2021 11:37:45,2/22/2021 11:44:59,433,R_3G9xJDHXFq4Ysta,4.8,4,0,2,16,1,3.1,8,7,1,2,4,3,8,1,3,2,4,Sports,2,3,4,1,3,2,Science,1,4,5,2,6,3,1,3,2,4,5,6,7,Male,,5,15 to 30 minutes,Hispanic or Latina/o/x,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 11:35:41,2/22/2021 11:45:07,566,R_3qyflyTXAu0vPqS,6.5,18,2,2,4,1.1,1,10.5,11,1,2,3,4,5,1,2,4,3,Clubs because its like a time to chill in my perspective and to hangout together.,3,1,2,4,4,2.4,Math,1,4,3,6,5,2,1,5,4,2,3,6,6,Female,,5,15 to 30 minutes,Asian: East Asian,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 11:34:55,2/22/2021 11:39:11,256,R_27dTcXZX5qRxniP,6,9,2,0,5,1,2,8.5,12,2,1,4,3,5,1,4,2,3,The clubs period,1,3,2,4,1,2.5,Math,2,3,5,4,1,6,1,4,2,3,6,5,7,Male,,5,15 to 30 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:34:18,2/22/2021 11:40:23,365,R_2b47fJOGsst2m76,7.1,18,4,18,19,0.7,1.2,7,9.6,2,1,4,3,8.1,3,4,1,2,The musical/play because you have a bond with the cast. ,4,1,3,2,5,2.1,Math,1,2,3,5,6,4,1,2,3,5,6,4,7,Female,,5,Less than 15 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:28:41,2/22/2021 11:35:05,383,R_1hDL98aqqeqYZwk,6.5,16,3,3,4,2,2.5,10,11,4,2,3,1,10,2,3,4,1,The musical and play!,1,2,4,3,4,5,Math,2,1,4,6,5,3,1,2,3,5,6,4,6,Female,,5,15 to 30 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:33,2/22/2021 11:40:31,298,R_3L0TTawf30hU4W7,7.3,5,0,0,15,1,1,6,9,1,4,3,2,8.3,2,3,4,1,,3,2,4,1,5,5,Math,3,6,5,2,1,4,2,1,5,3,4,6,8,Female,,5,15 to 30 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:27,2/22/2021 11:42:21,413,R_0GqBmiiKkjsgJR7,7.5,5,2,0,9,3,2,7.5,8.5,4,1,3,2,6.5,2,4,1,3,Sports games ,2,3,1,4,4,3.5,Math,1,6,5,2,3,4,1,2,3,4,6,5,8,Female,,5,15 to 30 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:36:21,2/22/2021 11:44:20,478,R_3JEP8vjZXuvHVLQ,6,20,2,3,20,1,1.2,9.1,8,2,1,3,4,10,2,4,1,3,Sports,3,1,4,2,2,2,Math,1,4,5,6,3,2,1,4,2,3,5,6,7,Male,,5,Less than 15 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:30:15,2/22/2021 11:39:37,562,R_1pm0bBjgYc3Smof,7,4,0,1,2,1.5,2,6,8,4,2,1,3,5,1,3,4,2,Fine arts,4,3,2,1,4,2,Math,1,3,6,5,4,2,1,3,2,4,5,6,8,Female,,4,Less than 15 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:58,2/22/2021 11:41:34,336,R_sCdT7ENis1LNGTL,7.5,14,7,8,14,2.5,4,10.5,11.5,2,1,4,3,8.9,1,2,4,3,choir or debate maybe,4,1,2,3,5,4,Math,3,6,5,2,1,4,2,3,4,1,5,6,7,Female,,4,Less than 15 minutes,Asian: East Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:37:43,2/22/2021 11:45:40,477,R_3ele0ID6Jw0yef4,10,20,4,10,20,5,11,3,8,1,3,4,2,0.4,2,3,1,4,Sleeping,3,2,1,4,1,0.9,World Language,5,4,1,2,3,6,1,2,3,5,4,6,8,Male,,3 or fewer,15 to 30 minutes,White,,Other (optional specification),,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:25:44,2/22/2021 15:00:31,12887,R_2TGXeEZUacbhaQS,6.9,7,0,0,6,3,5,6.5,8.6,2,1,3,4,3.5,1,4,2,3,Football,3,2,1,4,1,2,World Language,3,5,4,1,6,2,1,2,3,4,5,6,8,Male,,4,15 to 30 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:40:00,2/22/2021 11:46:29,389,R_3ew68wETldRA7ik,7,0,0,8,0,1.3,3.5,6.5,10.1,2,1,3,4,0,2,3,4,1,Musical/plays,3,1,2,4,4,3.6,Math,3,4,2,6,1,5,3,1,2,5,4,6,6,Prefer not to answer,,6 or more,15 to 30 minutes,Black or African-American,,"Christian (Protestant, Catholic, Orthodox, etc.)",,High school diploma or G.E.D
2/22/2021 11:26:32,2/22/2021 11:35:53,560,R_30dcohcdmAJhKQe,7.2,6,2,8,4,1.7,6.3,9.7,9,1,3,4,2,7.5,2,3,1,4,Flag Football,1,2,3,4,5,1.6,Math,5,6,1,4,3,2,1,3,2,4,5,6,6,Male,,5,15 to 30 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:35:48,2/22/2021 11:39:52,243,R_2s1iHgeT4iaSQby,6.5,2,1,0,20,2.8,3.3,7,9,1,4,2,3,4.2,1,3,2,4,,3,2,1,4,3,2.3,Math,,,,,,,1,2,4,5,6,3,6,Male,,5,30 to 60 minutes,Prefer not to answer,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 15:51:30,2/22/2021 15:58:06,396,R_3kA5O5FYPBlK8Sb,7.3,3,0,0,8,3,3,6,7.9,3,1,2,4,4.4,1,4,3,2,Clubs,1,3,2,4,4,3,Math,4,1,5,6,3,2,1,3,2,4,5,6,8,Female,,4,15 to 30 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:23:08,2/22/2021 11:30:19,431,R_2QLFsD9NLrmr034,3,5,1,1,8,1.2,1,9,8.5,4,1,2,3,2,1,2,3,4,Idk yet,3,4,2,1,5,3,Math,1,6,2,3,5,4,4,2,1,6,5,3,6,Female,,6 or more,30 to 60 minutes,White,,Jewish,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:37:43,2/22/2021 11:43:29,346,R_23geKWItVxjrcG4,8.3,2,0,0,5,3,2,7.5,9,2,4,3,1,4.5,1,4,2,3,Sports,3,1,4,2,1,1.5,Math,2,3,5,6,4,1,1,2,4,3,5,6,8,Female,,4,30 to 60 minutes,Hispanic or Latina/o/x,,Not sure/Prefer not to answer,,High school diploma or G.E.D
2/22/2021 11:36:54,2/22/2021 11:43:17,383,R_1oheSEg47iEL0MM,6.5,2,0,0,10,2,4.5,7,9,1,4,3,2,5,2,3,4,1,,3,1,4,2,4,1.5,Math,5,3,1,4,2,6,1,2,3,5,6,4,8,Male,,4,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:39,2/22/2021 11:42:00,380,R_ALKXsj1f32C2Eal,9,4,2,1,5,3,6,9,10,3,1,2,4,9,1,2,3,4,I very much enjoy the clubs (during school) we have. ,3,1,4,2,5,4,Science,1,4,6,3,2,5,2,6,4,1,3,5,8,Male,,4,Less than 15 minutes,Asian: Indian or South/Southeast Asian,,Muslim,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:37:35,2/22/2021 11:43:52,376,R_2CIWhLRJwDEadBA,6.7,4,1,4,9,1.4,1.4,5.5,7.5,1,3,2,4,0.5,2,3,1,4,The basketball team,3,4,2,1,3,3.4,Math,1,3,2,6,5,4,3,4,1,5,6,2,6,Male,,3 or fewer,30 to 60 minutes,"Native Hawaiian or Other Pacific Islander,White",,Other (optional specification),"I wouldn’t call myself an atheist, I don’t belive specifically in any major religions but I do consider myself spiritual ","Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:48,2/22/2021 11:39:40,231,R_BRkkVvZP0H7PZex,8.4,4,2,0,12,0.8,1.5,6.8,10.5,2,1,4,3,6.1,2,3,1,4,Sports,4,3,2,1,4,4.1,History,1,5,6,2,4,3,2,1,5,3,4,6,8,Female,,3 or fewer,15 to 30 minutes,"Asian: East Asian,White",,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:24:00,2/22/2021 11:31:47,467,R_3sn4z9w4lz5UYZO,7.5,2,0,0,2,1.6,2.4,6.1,10.1,2,1,3,4,4.5,2,3,4,1,Dance,2,3,4,1,1,2.5,World Language,2,1,4,3,5,6,1,4,2,3,5,6,7,Female,,5,30 to 60 minutes,Asian: East Asian,,Other (optional specification),,Not sure/Prefer not to answer
2/22/2021 11:37:51,2/22/2021 11:42:11,259,R_1mejPCDRM4zKYhL,8,4,0,7,3,2.5,5,10,9,2,3,1,4,9,3,4,2,1,The Musicals/Plays,3,4,2,1,3,4.5,History,3,6,5,2,1,4,1,3,4,6,2,5,8,Male,,6 or more,15 to 30 minutes,White,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:36:58,2/22/2021 11:47:38,640,R_3L0AAXK0e7CjQZ7,7,1,0,2,20,3,6,8.5,10,2,1,3,4,7,2,4,1,3,Cross Country,3,1,2,4,0,1.5,Math,4,6,3,1,2,5,1,3,2,5,4,6,8,Male,,4,Less than 15 minutes,Multiracial,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:41,2/22/2021 11:40:53,311,R_sHwA80Ts76HvsGt,6.8,8,3,0,4,1.7,0.8,9,10,2,1,3,4,6.5,2,3,4,1,Drama,3,2,4,1,5,4,Math,2,1,3,6,5,4,1,3,2,4,6,5,6,Female,,4,30 to 60 minutes,"Hispanic or Latina/o/x,White",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:37:29,2/22/2021 11:43:55,385,R_3OuACuPlZKi9xp7,7.5,5,0,1,10,1.1,0.6,9.5,10,2,1,3,4,4.5,1,2,4,3,Clubs,1,2,4,3,2,2.5,History,2,1,6,5,4,3,1,2,4,3,5,6,7,Female,,3 or fewer,Less than 15 minutes,Asian: East Asian,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 11:35:35,2/22/2021 11:42:43,428,R_RPP1ylhPsJYpq0N,5,8,0,1,6,0.5,1,9,8.5,2,1,3,4,4.5,1,3,2,4,Soccer,1,3,4,2,5,4.5,Math,3,4,1,2,5,6,1,3,2,6,5,4,6,Female,,4,15 to 30 minutes,American Indian or Alaskan Native,,Jewish,,Not sure/Prefer not to answer
2/22/2021 11:35:26,2/22/2021 11:40:59,333,R_ReEC7QUSIwIzmH7,7,8,1,3,2,3.5,4,8,10,2,3,1,4,8.5,1,3,4,2,Plays and Musicals,1,4,3,2,2,1.5,Math,2,1,3,6,4,5,1,2,3,4,5,6,8,Male,,5,15 to 30 minutes,White,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 15:18:22,2/22/2021 17:23:53,7531,R_PS2FNo9xkYYSpFf,5.2,12,0,3,4,1.5,2.6,11.5,10.1,2,1,4,3,5,2,3,1,4, ,4,3,2,1,1,2.5,History,4,5,6,2,1,3,2,1,5,3,4,6,8,Male,,4,15 to 30 minutes,Asian: East Asian,,Not sure/Prefer not to answer,,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:25:57,2/22/2021 11:28:51,174,R_1gNQgHCDHv3lUOh,5.3,10,1,2,7,3.5,4.2,5.1,8.4,2,1,3,4,10,1,4,3,2,Clubs,2,3,4,1,3,5,Math,2,1,4,6,5,3,1,2,3,5,4,6,8,Female,,4,60 minutes or more,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:34:24,2/22/2021 11:38:06,221,R_1C2uNLnAyovGB4f,8.7,1,0,0,20,2,3.6,8.6,10,2,1,3,4,4.1,2,4,1,3,Fine Arts,1,4,3,2,0,0.3,History,2,6,3,1,5,4,1,6,2,3,4,5,8,Male,,6 or more,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:36:15,2/22/2021 11:40:26,251,R_2ANIQzL8cBk216e,4.2,2,0,0,1,0.5,0.5,7.7,8.8,2,1,3,4,4,1,4,3,2,,1,3,2,4,4,4,Math,2,1,3,6,5,4,2,3,1,4,5,6,6,Prefer not to answer,,5,30 to 60 minutes,White,,Jewish,,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:34:57,2/22/2021 11:42:30,452,R_2dyfxhu0Op3pbCE,5.8,4,1,3,5,1,1,8,9,1,2,3,4,0,1,4,3,2,clubs,2,3,1,4,5,5,Math,1,5,2,3,6,4,1,4,2,6,3,5,6,Male,,5,15 to 30 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:24:02,2/22/2021 11:27:08,185,R_BAfNsSCdBcEneKd,10,5,1,2,0,7.2,7.4,4,6.1,2,1,4,3,5.3,2,4,1,3,,1,4,2,3,3,3,World Language,2,1,3,5,4,6,1,2,3,5,6,4,7,Male,,Prefer not to answer,15 to 30 minutes,Prefer not to answer,,Not sure/Prefer not to answer,,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:36:02,2/22/2021 11:42:32,390,R_2t4Zs4T4olQxIrP,10,8,0,2,13,2.7,3,6.3,12,3,1,2,4,5,2,3,1,4,Football,1,3,4,2,3,5,History,1,3,5,4,6,2,1,2,3,4,5,6,8,Male,,4,15 to 30 minutes,White,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
