StartDate,EndDate,Duration (in seconds),ResponseId,Q2_1,Q3_7,Q3_15,Q3_16,Q3_17,Q4_2,Q4_8,Q5_5,Q5_9,Q6_1,Q6_2,Q6_3,Q6_4,Q7_1,Q8_1,Q8_2,Q8_3,Q8_4,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1,Q12_3,Q14,Q26_10,Q26_9,Q26_7,Q26_8,Q26_5,Q26_12,Q27_4,Q27_10,Q27_9,Q27_7,Q27_8,Q27_11,Q19,Q20,Q20_4_TEXT,Q21,Q22,Q23,Q23_11_TEXT,Q24,Q24_11_TEXT,Q25
2/22/2021 11:35:33,2/22/2021 11:42:16,403,R_1ml5N0PqTGavQrN,6,4,0,3,4,1,1,9,9.5,1,2,3,4,7,2,3,4,1,,2,3,4,1,5,3,Math,1,3,6,2,5,4,2,3,1,4,5,6,6,Female,,4,Less than 15 minutes,"Hispanic or Latina/o/x,Multiracial,White",,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:36:01,2/22/2021 11:45:38,576,R_2Bm9LWIYEEOf7hY,5,16,0,0,10,0.1,0.1,10.2,11,2,1,4,3,5,2,3,1,4,Sports,3,4,2,1,5,5,Math,1,5,4,6,3,2,1,5,2,3,6,4,6,Male,,3 or fewer,15 to 30 minutes,"Hispanic or Latina/o/x,White",,Not sure/Prefer not to answer,,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:36:45,2/22/2021 11:45:44,539,R_31hAYiC4Cmrkpoy,9,6,0,0,0,4.3,3.5,7,8,1,2,4,3,6.7,1,4,3,2,Not sure,3,2,1,4,4,1.7,Math,3,2,5,4,6,1,1,5,2,3,6,4,8,Male,,3 or fewer,15 to 30 minutes,White,,Not sure/Prefer not to answer,,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:35:27,2/22/2021 13:43:53,7705,R_24epvjo52Trss2p,6,6,1,5,4,1.6,1.7,8.8,9.6,3,2,1,4,3.3,2,1,3,4,Debate,3,2,1,4,5,3.6,Math,2,6,3,1,4,5,1,3,2,5,4,6,6,Male,,3 or fewer,15 to 30 minutes,"Asian: Indian or South/Southeast Asian,Prefer not to answer",,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 11:35:41,2/22/2021 11:45:07,566,R_3qyflyTXAu0vPqS,6.5,18,2,2,4,1.1,1,10.5,11,1,2,3,4,5,1,2,4,3,Clubs because its like a time to chill in my perspective and to hangout together.,3,1,2,4,4,2.4,Math,1,4,3,6,5,2,1,5,4,2,3,6,6,Female,,5,15 to 30 minutes,Asian: East Asian,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 11:31:32,2/22/2021 11:36:31,298,R_RsNjduWIkgmor9T,5,12,7,10,2,3,8,10,11,1,2,3,4,6,1,3,4,2,,4,2,3,1,5,5,Math,1,6,2,5,4,3,1,3,2,6,4,5,6,Female,,5,30 to 60 minutes,Hispanic or Latina/o/x,,"Christian (Protestant, Catholic, Orthodox, etc.)",,Not sure/Prefer not to answer
2/22/2021 11:23:25,2/22/2021 11:36:45,800,R_2fjIPXp6FABWej4,5.6,11,11,12,20,1.6,2.4,9.9,11.1,2,1,3,4,4.2,3,2,4,1,The musical ,2,4,3,1,5,1.3,Math,2,3,5,4,1,6,2,1,3,4,5,6,6,Female,,5,Less than 15 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:38:54,2/22/2021 13:03:29,5074,R_3KILQtcPss1sA5f,6.1,5,1,4,8,1.8,1.5,6.8,8.8,1,3,2,4,7,2,4,1,3,Flag Football,2,3,1,4,5,1.8,Math,3,5,2,4,1,6,1,2,3,5,4,6,8,Male,,4,15 to 30 minutes,"Asian: East Asian,Asian: Indian or South/Southeast Asian,Multiracial,White",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:22:43,2/22/2021 11:29:06,383,R_3O1ygTK6XK8OejH,5,8,1,2,7,6,0.5,8,10,2,1,3,4,8,1,4,2,3,Clubs.,1,3,2,4,3,2,Math,1,5,2,6,4,3,1,2,3,5,4,6,6,Female,,5,15 to 30 minutes,Asian: East Asian,,Not sure/Prefer not to answer,,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:35:30,2/22/2021 12:55:46,4815,R_6m7Vs7JPfZTbj1L,4.7,12,4,0,7,2,2.3,8,10,2,4,1,3,6.1,2,3,4,1,Robotics ,1,4,2,3,3,2.9,World Language,6,3,5,2,1,4,2,4,1,3,6,5,8,Male,,4,15 to 30 minutes,Multiracial,,Agnostic,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:36:35,2/22/2021 11:43:34,419,R_31bmgjHB8juKOy6,2.1,3,0,4,5,0.9,1.6,8.7,10,4,1,2,3,8.7,1,2,3,4,Clubs,1,2,3,4,0,2.5,World Language,2,6,5,1,4,3,2,5,1,4,3,6,8,Male,,4,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,Not sure/Prefer not to answer
2/22/2021 11:37:29,2/22/2021 11:43:55,385,R_3OuACuPlZKi9xp7,7.5,5,0,1,10,1.1,0.6,9.5,10,2,1,3,4,4.5,1,2,4,3,Clubs,1,2,4,3,2,2.5,History,2,1,6,5,4,3,1,2,4,3,5,6,7,Female,,3 or fewer,Less than 15 minutes,Asian: East Asian,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 11:34:35,2/22/2021 11:40:04,328,R_7OqFOqSRV5C2tax,6.4,3,1,1,7,2,3,8,7.5,1,3,2,4,7.5,1,3,4,2,Club-period Clubs,1,4,2,3,1,2.7,Math,5,4,6,1,3,2,1,5,2,4,3,6,7,Non-binary,,4,Less than 15 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:34:24,2/22/2021 11:42:38,493,R_3phcDHT0tE3m1TO,3.8,1,0,0,8,0.6,0.6,7.8,8.8,1,3,4,2,4,2,4,3,1,Sports,3,4,1,2,0,0.5,Math,3,4,5,6,1,2,1,2,3,4,5,6,7,Male,,4,30 to 60 minutes,"Hispanic or Latina/o/x,White",,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:00,2/22/2021 11:45:11,610,R_332wJKYaGj0iGOB,6,1,0,8,0,2,3,9,9,2,1,3,4,4,1,3,4,2,The seasonal plays,1,4,2,3,3,3.5,Math,3,2,5,6,1,4,1,5,2,3,4,6,7,Male,,3 or fewer,15 to 30 minutes,"American Indian or Alaskan Native,Black or African-American,White",,Atheist,,Not sure/Prefer not to answer
2/22/2021 11:35:48,2/22/2021 11:39:52,243,R_2s1iHgeT4iaSQby,6.5,2,1,0,20,2.8,3.3,7,9,1,4,2,3,4.2,1,3,2,4,,3,2,1,4,3,2.3,Math,,,,,,,1,2,4,5,6,3,6,Male,,5,30 to 60 minutes,Prefer not to answer,,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 11:36:15,2/22/2021 11:40:26,251,R_2ANIQzL8cBk216e,4.2,2,0,0,1,0.5,0.5,7.7,8.8,2,1,3,4,4,1,4,3,2,,1,3,2,4,4,4,Math,2,1,3,6,5,4,2,3,1,4,5,6,6,Prefer not to answer,,5,30 to 60 minutes,White,,Jewish,,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:35:12,2/22/2021 11:43:54,521,R_1DOPJmAnTKK7xan,5,1,0,1,7,0.7,3.5,7.5,9,2,1,4,3,5,1,2,3,4,Clubs,1,4,2,3,5,4.9,Science,2,6,3,5,1,4,1,6,2,5,3,4,6,Male,,4,15 to 30 minutes,Multiracial,,Buddhist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:24:00,2/22/2021 11:31:47,467,R_3sn4z9w4lz5UYZO,7.5,2,0,0,2,1.6,2.4,6.1,10.1,2,1,3,4,4.5,2,3,4,1,Dance,2,3,4,1,1,2.5,World Language,2,1,4,3,5,6,1,4,2,3,5,6,7,Female,,5,30 to 60 minutes,Asian: East Asian,,Other (optional specification),,Not sure/Prefer not to answer
2/22/2021 15:19:23,2/22/2021 15:22:39,196,R_3EbtQblHRXHLnO6,6.3,0,0,0,0,1.8,1,8.2,9.5,2,1,4,3,4.8,2,3,4,1,Visual Arts,1,2,3,4,3,2.3,Math,2,1,4,6,3,5,1,3,2,4,5,6,7,Female,,4,15 to 30 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:37:27,2/22/2021 11:44:33,425,R_eLp1hscudvOcnJf,7.5,4,1,1,6,2.5,4,8,9,2,3,1,4,7,3,4,1,2,After-School Plays & Musicals,2,4,1,3,5,1.6,English,1,6,4,3,5,2,1,3,2,4,6,5,8,Female,,6 or more,15 to 30 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 15:18:22,2/22/2021 17:23:53,7531,R_PS2FNo9xkYYSpFf,5.2,12,0,3,4,1.5,2.6,11.5,10.1,2,1,4,3,5,2,3,1,4, ,4,3,2,1,1,2.5,History,4,5,6,2,1,3,2,1,5,3,4,6,8,Male,,4,15 to 30 minutes,Asian: East Asian,,Not sure/Prefer not to answer,,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:34:59,2/22/2021 11:48:14,795,R_1LbqUe8xEvUCRkn,5.5,0,0,2,10,0.8,0.2,8.5,9.2,2,1,3,4,4.8,2,3,1,4,sports,2,3,1,4,5,5,Math,1,6,3,2,5,4,1,3,2,4,5,6,6,Female,,5,30 to 60 minutes,Multiracial,,"Christian (Protestant, Catholic, Orthodox, etc.)",,Not sure/Prefer not to answer
2/22/2021 11:35:27,2/22/2021 11:42:21,413,R_0GqBmiiKkjsgJR7,7.5,5,2,0,9,3,2,7.5,8.5,4,1,3,2,6.5,2,4,1,3,Sports games ,2,3,1,4,4,3.5,Math,1,6,5,2,3,4,1,2,3,4,6,5,8,Female,,5,15 to 30 minutes,White,,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 15:51:56,2/22/2021 15:55:34,218,R_3Jl0XCxH4ELT9U5,4.2,5,0,1,8,1.5,0.7,6.9,7.6,1,2,4,3,0.8,1,3,2,4,,4,3,2,1,1,0.7,English,2,6,5,1,4,3,1,2,3,4,5,6,8,Male,,5,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:31,2/22/2021 11:40:41,309,R_3vXR7n0F0tt86EV,2.5,2,0,3,0,2,4,6,8,1,4,3,2,9.5,3,4,2,1,"Musicals, Plays, Sports games",3,1,4,2,4,2,World Language,2,3,1,5,4,6,1,3,2,5,4,6,8,Male,,5,15 to 30 minutes,"Asian: Indian or South/Southeast Asian,Native Hawaiian or Other Pacific Islander",,"Christian (Protestant, Catholic, Orthodox, etc.)",,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:22:50,2/22/2021 11:41:23,1113,R_3nGU2RNY1Ribzyw,7,10,3,3,4,3,5,10.2,12,3,1,4,2,1.8,4,2,3,1,Musical,4,3,2,1,5,0.3,Math,5,2,6,4,3,1,2,1,3,4,5,6,6,Female,,4,15 to 30 minutes,Prefer to self-describe,Taiwanese ,Buddhist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 23:35:54,2/22/2021 23:40:10,255,R_2SBLuXWS2g3GlHh,7.6,10,1,0,8,1.8,1.9,7.1,9.8,2,1,4,3,8.6,1,4,2,3,Sports,4,3,2,1,3,3,Math,3,1,6,4,5,2,1,2,3,4,5,6,8,Female,,4,30 to 60 minutes,White,,Atheist,,"College Degree (e.g., Associate's degree, Bachelor's degree)"
2/22/2021 11:33:42,2/22/2021 11:40:59,437,R_28CiuzBeRHZbmdU,8.5,2,1,2,15,2.6,2.6,7,9.3,2,1,4,3,2,1,3,2,4,Clubs,3,2,1,4,1,1,Math,1,6,3,2,5,4,1,5,2,3,4,6,7,Female,,5,15 to 30 minutes,Asian: East Asian,,Other (optional specification),Non-Religious,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 19:43:52,2/22/2021 19:48:44,292,R_2S2hoDajuP8w30j,8,17,5,1,5,4.9,11.7,6.7,9.3,1,2,4,3,7.2,1,3,2,4,,4,3,2,1,3,4,Math,6,3,2,4,1,5,1,3,2,6,4,5,8,Male,,4,15 to 30 minutes,Multiracial,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:37:00,2/22/2021 11:46:05,544,R_33sg2BSCi6bi3Ef,7.2,8,1,5,8,1.5,2.5,7.5,8.7,1,2,3,4,10,3,4,1,2,The basketball seasons have been great.,2,3,4,1,3,5,Math,1,4,6,3,2,5,2,1,3,4,5,6,7,Female,,5,15 to 30 minutes,White,,Jewish,,Not sure/Prefer not to answer
2/22/2021 12:01:40,2/22/2021 12:05:24,224,R_3n6JN31nc7ApFzq,5,0,0,0,9,0.5,1.1,8.8,10.5,2,1,4,3,8.2,2,3,1,4,none,3,2,1,4,0,0.1,Math,1,5,6,2,3,4,2,5,1,3,4,6,7,Male,,4,15 to 30 minutes,Asian: East Asian,,Other (optional specification),none,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 19:03:52,2/22/2021 19:10:09,377,R_w11W7C8AUoLpTuF,5.3,10,2,9,15,7.1,3,8,10,1,4,2,3,8.2,1,2,4,3,Sports.,1,2,3,4,3,3.1,Math,5,2,6,1,3,4,1,2,3,4,6,5,6,Male,,4,30 to 60 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:36:02,2/22/2021 11:42:32,390,R_2t4Zs4T4olQxIrP,10,8,0,2,13,2.7,3,6.3,12,3,1,2,4,5,2,3,1,4,Football,1,3,4,2,3,5,History,1,3,5,4,6,2,1,2,3,4,5,6,8,Male,,4,15 to 30 minutes,White,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:34:38,2/22/2021 11:40:46,367,R_2pYwKVmFAx4OR14,7.5,3,0,0,0,1.2,1,8.5,10,3,1,2,4,6.1,2,3,4,1,Rock pop and jazz club,4,2,1,3,5,2,Math,2,1,3,6,5,4,4,2,1,5,6,3,6,Male,,3 or fewer,15 to 30 minutes,"Black or African-American,Multiracial",,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:51,2/22/2021 11:42:10,378,R_1IKj3r80QPtqVc5,5.3,4,0,0,8,0.8,1.2,8.6,9.1,2,1,3,4,6.3,1,3,2,4,,3,4,1,2,2,2.5,Math,2,3,5,1,6,4,1,2,3,4,5,6,8,Male,,4,15 to 30 minutes,White,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:36:17,2/22/2021 11:39:33,196,R_vNfjiSN06GHw9Tb,5.1,0,0,5,14,0.5,0.5,8,10,1,2,4,3,4,2,3,1,4,Sports,2,4,1,3,4,5,Math,1,6,3,2,5,4,1,3,2,4,5,6,6,Male,,4,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 15:51:30,2/22/2021 15:58:06,396,R_3kA5O5FYPBlK8Sb,7.3,3,0,0,8,3,3,6,7.9,3,1,2,4,4.4,1,4,3,2,Clubs,1,3,2,4,4,3,Math,4,1,5,6,3,2,1,3,2,4,5,6,8,Female,,4,15 to 30 minutes,White,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:23:40,2/22/2021 11:30:06,386,R_cA3Iim9gD5XCw1j,7.7,10,1,5,7,1.9,4,8.7,9.7,4,1,2,3,8.7,3,1,2,4,I would choose to be on the soccer team.,1,2,4,3,5,4.7,Math,3,5,1,2,4,6,1,2,3,6,4,5,6,Male,,4,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Sikh,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:25:27,2/22/2021 11:55:15,1787,R_10BkT9D5is6iPde,9.2,6,0,0,20,1.5,2.3,7.9,9.6,3,1,2,4,7.8,3,2,1,4,Sports,3,1,2,4,5,4.1,History,4,6,5,2,1,3,3,1,2,5,4,6,8,Female,,4,30 to 60 minutes,"Asian: East Asian,Middle Eastern,White",,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 15:58:04,2/22/2021 16:04:50,405,R_x4VxhpvuP7Wvyut,8,4,0,0,9,3.5,5,8,12,2,4,3,1,8.5,1,3,2,4,Football,2,4,3,1,2,2,Math,3,6,1,4,5,2,1,4,2,3,5,6,8,Male,,4,15 to 30 minutes,Prefer to self-describe,Amerasian,Not sure/Prefer not to answer,,Not sure/Prefer not to answer
2/22/2021 11:36:15,2/22/2021 11:42:39,383,R_32PEQqVFnEM84DF,7.5,8,0,0,3,3.5,5.5,9.5,12,2,1,4,3,3,1,3,4,2,Clubs-GSA,2,3,4,1,5,1.5,Math,1,2,3,6,5,4,2,3,1,5,4,6,6,Other (optional specification),Not sure right now,6 or more,15 to 30 minutes,"White,Prefer not to answer",,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:36:54,2/22/2021 11:43:17,383,R_1oheSEg47iEL0MM,6.5,2,0,0,10,2,4.5,7,9,1,4,3,2,5,2,3,4,1,,3,1,4,2,4,1.5,Math,5,3,1,4,2,6,1,2,3,5,6,4,8,Male,,4,15 to 30 minutes,Asian: Indian or South/Southeast Asian,,Hindu,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:35:33,2/22/2021 11:40:31,298,R_3L0TTawf30hU4W7,7.3,5,0,0,15,1,1,6,9,1,4,3,2,8.3,2,3,4,1,,3,2,4,1,5,5,Math,3,6,5,2,1,4,2,1,5,3,4,6,8,Female,,5,15 to 30 minutes,Asian: East Asian,,Atheist,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
2/22/2021 11:36:58,2/22/2021 11:47:38,640,R_3L0AAXK0e7CjQZ7,7,1,0,2,20,3,6,8.5,10,2,1,3,4,7,2,4,1,3,Cross Country,3,1,2,4,0,1.5,Math,4,6,3,1,2,5,1,3,2,5,4,6,8,Male,,4,Less than 15 minutes,Multiracial,,Not sure/Prefer not to answer,,"Graduate/Professional Degree (e.g., MA, MS, PhD, JD, MD, MBA, etc.)"
